school,major,gpa,intern_company_scale,intern_total_months,intern_count,award_level,project_count,cert_count,has_language_cert,overseas_experience,company_size,industry,job_role,label,label_text
Local,CS,3.63,Mid,3,1,None,2,1,0,None,Large,IT,Developer,1,Pass
Local,Other,3.39,None,0,0,School,1,2,1,Exchange,Large,Retail,Marketer,1,Pass
InSeoul,Business,3.97,Startup,6,2,None,1,1,1,None,Mid,IT,HR,1,Pass
Local,CS,3.58,None,0,0,Regional,4,0,0,None,Small,IT,Developer,1,Pass
Local,CS,3.12,None,0,0,None,0,2,0,None,Large,IT,Other,1,Pass
Local,Other,3.36,None,0,0,School,3,0,0,Exchange,Mid,Manufacturing,Developer,1,Pass
Local,CS,3.12,None,0,0,None,2,1,1,LanguageStudy,Startup,Finance,Sales,1,Pass
College,Business,3.43,None,0,0,Regional,4,0,0,OverseasIntern,Mid,Service,Developer,1,Pass
Local,CS,2.63,Mid,10,2,None,2,1,0,None,Small,IT,Marketer,1,Pass
Local,CS,3.94,Large,5,1,None,3,1,0,Exchange,Mid,Manufacturing,Developer,1,Pass
InSeoul,Business,3.3,Small,5,1,None,2,1,1,None,Startup,Manufacturing,Other,1,Pass
College,Business,3.14,None,0,0,Regional,2,1,0,None,Mid,Manufacturing,Developer,1,Pass
InSeoul,Other,3.54,None,0,0,National,3,3,1,LanguageStudy,Large,Finance,Other,1,Pass
InSeoul,Business,4.39,Small,4,1,None,1,2,0,Exchange,Startup,IT,Other,1,Pass
Local,Other,3.68,Large,6,1,Regional,4,2,1,Exchange,Mid,Retail,Developer,1,Pass
InSeoul,Humanities,3.63,Mid,4,1,None,0,1,0,None,Small,IT,Marketer,1,Pass
College,Humanities,3.44,Mid,2,2,None,1,0,0,None,Large,Other,Sales,1,Pass
Local,Business,3.33,Mid,3,3,None,3,2,0,None,Mid,IT,Developer,1,Pass
InSeoul,Engineering,3.67,Startup,1,1,None,3,1,1,None,Small,Service,HR,1,Pass
Local,Business,3.53,None,0,0,School,1,4,1,LanguageStudy,Startup,IT,Other,1,Pass
Local,Humanities,2.84,Mid,4,1,None,2,2,1,None,Small,IT,Sales,1,Pass
Local,Humanities,3.51,Small,12,3,None,0,1,0,LanguageStudy,Mid,Manufacturing,HR,1,Pass
College,Humanities,2.88,None,0,0,School,2,0,0,LanguageStudy,Small,Manufacturing,Developer,1,Pass
Local,Business,3.04,None,0,0,School,1,0,0,Exchange,Large,Manufacturing,HR,1,Pass
InSeoul,Engineering,4.17,Small,4,1,None,4,0,0,LanguageStudy,Mid,IT,Designer,1,Pass
Local,Business,3.14,Mid,2,2,School,1,0,0,LanguageStudy,Startup,Retail,Marketer,1,Pass
Local,CS,3.12,None,0,0,None,0,2,0,None,Large,IT,Other,1,Pass
Local,Other,3.14,None,0,0,Regional,1,3,0,None,Large,IT,Developer,1,Pass
InSeoul,Humanities,3.76,None,0,0,None,4,3,1,OverseasIntern,Mid,Service,Developer,1,Pass
Local,Other,3.57,None,0,0,None,0,0,0,None,Small,Public,Marketer,1,Pass
College,Engineering,3.64,None,0,0,School,4,0,0,None,Startup,Finance,Developer,1,Pass
InSeoul,CS,3.03,Large,1,1,School,2,2,1,None,Large,Manufacturing,Designer,1,Pass
InSeoul,Engineering,3.98,Mid,6,2,None,2,2,1,None,Large,Manufacturing,Marketer,1,Pass
Local,Humanities,3.01,Small,8,2,School,1,0,0,LanguageStudy,Small,Finance,Developer,1,Pass
Local,Other,3.48,None,0,0,Regional,1,2,1,LanguageStudy,Mid,Manufacturing,Sales,1,Pass
Local,Humanities,2.83,Large,1,1,None,3,3,1,None,Mid,IT,Marketer,1,Pass
Local,Engineering,3.04,Startup,3,1,None,2,1,1,None,Large,IT,Sales,1,Pass
InSeoul,Other,3.41,Mid,5,1,None,1,1,1,LanguageStudy,Large,IT,Developer,1,Pass
College,Humanities,2.9,Mid,10,2,School,3,0,0,LanguageStudy,Large,Finance,Developer,1,Pass
Local,Engineering,2.52,Small,2,1,None,3,0,0,None,Small,Manufacturing,Sales,1,Pass
InSeoul,Other,3.23,None,0,0,None,4,1,0,Exchange,Mid,Manufacturing,Developer,1,Pass
Local,Engineering,3.84,Mid,3,1,School,6,0,0,None,Mid,Finance,Developer,1,Pass
Local,CS,3.58,None,0,0,Regional,4,0,0,None,Small,IT,Developer,1,Pass
Local,Humanities,3.58,Small,4,1,None,0,0,0,None,Startup,IT,HR,1,Pass
College,Other,3.49,Small,4,1,School,4,2,1,None,Small,Service,Developer,1,Pass
InSeoul,Other,3.46,Mid,12,3,None,4,0,0,Exchange,Small,IT,Developer,1,Pass
InSeoul,CS,3.43,Startup,6,1,Regional,2,0,0,None,Mid,Service,Sales,1,Pass
InSeoul,Humanities,3.68,None,0,0,School,2,1,1,None,Mid,Manufacturing,HR,1,Pass
InSeoul,Other,3.06,Mid,3,1,School,2,0,0,Exchange,Large,IT,Sales,1,Pass
Local,Humanities,3.5,Startup,8,2,None,4,1,0,None,Small,Manufacturing,Marketer,1,Pass
Local,CS,2.64,None,0,0,School,1,0,0,None,Small,Finance,Marketer,1,Pass
College,Other,3.3,Mid,5,1,School,1,0,0,None,Startup,IT,Developer,1,Pass
InSeoul,Business,3.17,Mid,4,1,School,0,0,0,None,Mid,Finance,Sales,1,Pass
Local,Business,4.14,None,0,0,Regional,2,0,0,LanguageStudy,Small,Finance,Marketer,1,Pass
InSeoul,Humanities,3.48,None,0,0,Regional,2,1,1,None,Mid,Finance,Sales,1,Pass
InSeoul,CS,3.33,Mid,1,1,School,6,0,0,None,Mid,IT,Developer,1,Pass
Local,Other,3.17,None,0,0,School,1,2,0,None,Small,Retail,Other,1,Pass
InSeoul,Humanities,4.26,Large,3,1,School,3,1,1,LanguageStudy,Large,Finance,Sales,1,Pass
College,Business,2.76,None,0,0,School,2,2,1,None,Mid,Finance,Developer,1,Pass
InSeoul,CS,3.83,None,0,0,None,4,1,1,None,Small,Service,Developer,1,Pass
College,Other,4.1,Small,5,1,None,3,1,1,LanguageStudy,Large,Finance,Developer,1,Pass
Local,Engineering,2.94,Small,6,2,School,5,1,1,None,Startup,Manufacturing,Developer,1,Pass
Local,Engineering,3.11,None,0,0,School,2,2,1,None,Small,Finance,Developer,1,Pass
InSeoul,Engineering,3.41,Small,4,1,None,4,2,0,None,Startup,Finance,Developer,1,Pass
College,Engineering,2.87,Mid,10,2,None,1,2,1,LanguageStudy,Startup,Finance,Marketer,1,Pass
Local,Humanities,3.24,Large,6,1,School,1,0,0,None,Small,IT,Developer,1,Pass
Local,Engineering,3.84,Mid,3,1,School,6,0,0,None,Mid,Finance,Developer,1,Pass
InSeoul,CS,3.43,Startup,6,1,Regional,2,0,0,None,Mid,Service,Sales,1,Pass
InSeoul,Engineering,3.57,Startup,5,1,None,3,0,0,None,Large,IT,Developer,1,Pass
InSeoul,Humanities,3.89,None,0,0,Regional,6,0,0,None,Startup,Service,Developer,1,Pass
InSeoul,Engineering,4.03,Small,4,2,None,3,1,1,None,Large,Retail,Developer,1,Pass
Local,Engineering,3.12,None,0,0,None,2,2,1,None,Small,Finance,Developer,1,Pass
InSeoul,Engineering,3.61,Small,5,1,Regional,1,1,1,Exchange,Startup,Retail,Developer,1,Pass
InSeoul,CS,3.38,None,0,0,Regional,1,3,0,None,Mid,Service,HR,1,Pass
Local,Engineering,3.23,Large,15,3,None,0,1,0,None,Large,Manufacturing,HR,1,Pass
College,CS,3.02,None,0,0,None,4,2,0,None,Large,IT,Developer,1,Pass
Local,Engineering,3.1,Startup,4,1,None,4,1,1,None,Mid,Other,Developer,1,Pass
Local,Other,3.25,Startup,4,2,Regional,2,1,0,LanguageStudy,Mid,Manufacturing,Marketer,1,Pass
InSeoul,Humanities,2.88,Small,3,1,None,4,2,1,None,Mid,Finance,Sales,1,Pass
InSeoul,Business,3.2,Small,2,1,None,1,0,0,Exchange,Large,Retail,Sales,1,Pass
Local,CS,3.15,Mid,5,1,School,1,2,1,OverseasIntern,Large,Manufacturing,Marketer,1,Pass
Local,Business,3.84,Startup,6,1,None,1,0,0,Exchange,Large,Finance,Designer,1,Pass
Local,CS,3.84,None,0,0,None,3,1,1,None,Large,IT,HR,1,Pass
InSeoul,Humanities,3.89,None,0,0,Regional,6,0,0,None,Startup,Service,Developer,1,Pass
InSeoul,Other,3.39,None,0,0,School,0,2,1,None,Mid,Finance,Sales,1,Pass
Local,Business,3.94,None,0,0,None,1,1,0,None,Small,Retail,Developer,1,Pass
Local,CS,3.29,Large,6,1,None,2,1,1,None,Mid,Service,Designer,1,Pass
InSeoul,Engineering,3.88,Startup,6,3,None,0,1,1,None,Mid,Public,HR,1,Pass
Local,Other,2.66,Small,4,2,School,1,3,1,None,Large,Service,Developer,1,Pass
Local,CS,4.07,Small,4,2,School,1,1,1,Exchange,Startup,Service,Sales,1,Pass
Local,Engineering,2.71,Startup,4,1,None,1,1,0,LanguageStudy,Mid,Service,Sales,1,Pass
Local,Engineering,3.11,None,0,0,School,1,1,1,None,Mid,Manufacturing,Marketer,1,Pass
College,Other,3.63,Startup,6,1,Regional,1,1,1,None,Small,Finance,Sales,1,Pass
College,CS,3.58,None,0,0,School,3,0,0,LanguageStudy,Large,Manufacturing,Developer,1,Pass
InSeoul,Engineering,3.94,Mid,5,1,National,0,1,1,OverseasIntern,Startup,Public,Marketer,1,Pass
InSeoul,Engineering,3.77,Startup,3,1,None,4,1,0,None,Mid,IT,Developer,1,Pass
Local,Other,3.14,Startup,6,1,None,1,1,1,LanguageStudy,Startup,Public,Other,1,Pass
InSeoul,Engineering,3.2,Mid,6,1,None,1,4,1,None,Mid,Retail,Sales,1,Pass
InSeoul,CS,3.24,Mid,18,3,National,1,1,1,None,Large,Manufacturing,Marketer,1,Pass
InSeoul,Business,3.55,None,0,0,None,3,0,0,None,Small,Manufacturing,Developer,1,Pass
Local,Humanities,3.71,None,0,0,School,5,1,1,None,Small,IT,Developer,1,Pass
Local,Humanities,2.79,Large,15,3,Regional,5,0,0,None,Large,Manufacturing,Developer,1,Pass
Local,CS,3.12,None,0,0,None,0,2,0,None,Large,IT,Other,1,Pass
InSeoul,Other,3.2,Mid,4,1,School,2,1,1,None,Small,IT,Marketer,1,Pass
Local,Engineering,3.44,None,0,0,Regional,2,4,1,None,Startup,Manufacturing,HR,1,Pass
College,Engineering,3.39,Small,1,1,Regional,0,0,0,None,Small,Finance,Other,1,Pass
InSeoul,Engineering,3.2,Mid,6,1,None,1,4,1,None,Mid,Retail,Sales,1,Pass
InSeoul,CS,3.64,Small,3,1,None,5,1,0,None,Large,Retail,Developer,1,Pass
Local,Engineering,3.12,Small,1,1,Regional,0,4,1,None,Startup,Finance,Developer,1,Pass
Local,Humanities,3.55,Startup,8,2,School,4,2,1,LanguageStudy,Mid,IT,Developer,1,Pass
Local,Humanities,3.02,Startup,5,1,None,1,1,1,None,Startup,Service,Designer,1,Pass
InSeoul,CS,3.98,None,0,0,School,3,1,0,LanguageStudy,Startup,Manufacturing,Developer,1,Pass
Local,Engineering,3.49,Small,6,3,School,1,1,1,None,Small,IT,Marketer,1,Pass
InSeoul,CS,3.05,None,0,0,School,5,1,1,LanguageStudy,Large,IT,Developer,1,Pass
Local,CS,4.28,Startup,3,1,None,3,2,1,None,Startup,IT,Developer,1,Pass
College,Other,2.85,Small,6,2,None,1,2,1,None,Startup,Retail,Other,1,Pass
Local,Engineering,3.34,Startup,1,1,School,3,1,0,None,Large,Manufacturing,Developer,1,Pass
College,CS,3.6,Small,1,1,None,1,2,0,Exchange,Startup,Service,HR,1,Pass
Local,CS,2.78,Small,1,1,Regional,2,0,0,None,Small,Finance,Designer,1,Pass
Local,Humanities,3.51,Mid,4,1,None,4,0,0,None,Large,IT,Developer,1,Pass
Local,Engineering,3.47,None,0,0,School,3,3,1,LanguageStudy,Startup,Service,Developer,1,Pass
InSeoul,Other,3.12,None,0,0,None,1,0,0,None,Small,Manufacturing,Designer,1,Pass
InSeoul,Engineering,3.94,Mid,5,1,National,0,1,1,OverseasIntern,Startup,Public,Marketer,1,Pass
Local,Humanities,2.79,Large,15,3,Regional,5,0,0,None,Large,Manufacturing,Developer,1,Pass
Local,Other,2.74,None,0,0,School,0,2,1,LanguageStudy,Mid,Manufacturing,Marketer,1,Pass
InSeoul,Business,4.39,Small,4,1,None,1,2,0,Exchange,Startup,IT,Other,1,Pass
Local,Humanities,2.79,Large,15,3,Regional,5,0,0,None,Large,Manufacturing,Developer,1,Pass
Local,Other,3.63,Large,4,2,None,5,4,1,LanguageStudy,Large,Public,Developer,1,Pass
InSeoul,CS,3.15,None,0,0,None,1,2,0,None,Large,Finance,Developer,1,Pass
Local,Other,2.6,None,0,0,School,4,1,1,None,Mid,Service,Developer,1,Pass
Local,Humanities,3.15,Startup,15,3,None,2,0,0,None,Startup,IT,Designer,1,Pass
InSeoul,Engineering,3.03,Small,6,2,Regional,1,4,0,None,Mid,IT,Other,1,Pass
College,Engineering,3.39,Small,1,1,Regional,0,0,0,None,Small,Finance,Other,1,Pass
Local,Other,3.57,None,0,0,None,0,0,0,None,Small,Public,Marketer,1,Pass
Local,Other,3.39,None,0,0,School,4,0,0,None,Mid,Manufacturing,Sales,1,Pass
Local,Engineering,3.52,Large,6,1,None,1,2,1,OverseasIntern,Startup,IT,Marketer,1,Pass
Local,Other,2.73,None,0,0,None,1,0,0,None,Startup,Other,Designer,1,Pass
InSeoul,Business,4.3,Small,2,2,None,5,1,1,None,Mid,Finance,Developer,1,Pass
College,CS,2.63,Small,1,1,None,1,1,0,None,Mid,Service,HR,1,Pass
Local,Business,3.41,None,0,0,Regional,2,1,0,None,Large,Public,Marketer,1,Pass
Local,Business,3.16,Small,1,1,None,0,2,1,OverseasIntern,Startup,Other,Marketer,1,Pass
College,CS,3.24,Startup,3,3,None,3,2,1,None,Large,Manufacturing,HR,1,Pass
InSeoul,Business,3.1,Large,6,1,School,0,1,1,LanguageStudy,Startup,Retail,Other,1,Pass
InSeoul,CS,3.64,Small,3,1,None,5,1,0,None,Large,Retail,Developer,1,Pass
Local,CS,4.28,Startup,3,1,None,3,2,1,None,Startup,IT,Developer,1,Pass
Local,CS,3.12,None,0,0,None,0,2,0,None,Large,IT,Other,1,Pass
Local,CS,3.41,Mid,6,1,None,4,2,1,None,Small,Retail,Developer,1,Pass
InSeoul,CS,3.53,None,0,0,None,0,1,1,None,Startup,Finance,Marketer,1,Pass
College,CS,3.02,None,0,0,None,4,2,0,None,Large,IT,Developer,1,Pass
Local,CS,2.78,Small,1,1,Regional,2,0,0,None,Small,Finance,Designer,1,Pass
Local,Other,3.5,None,0,0,None,1,2,0,OverseasIntern,Startup,Retail,Developer,1,Pass
InSeoul,Business,3.35,Small,5,1,None,1,2,1,None,Mid,Retail,Designer,1,Pass
InSeoul,Business,3.27,None,0,0,School,3,1,0,None,Mid,Finance,Developer,1,Pass
Local,Humanities,4.13,Mid,6,1,None,1,4,0,None,Small,Public,Designer,1,Pass
Local,Humanities,3.55,None,0,0,School,0,0,0,None,Large,Service,Designer,1,Pass
Local,Engineering,3.17,Small,4,2,None,2,0,0,OverseasIntern,Mid,Manufacturing,Developer,1,Pass
InSeoul,Humanities,3.89,None,0,0,Regional,6,0,0,None,Startup,Service,Developer,1,Pass
College,Business,3.57,None,0,0,Regional,3,0,0,LanguageStudy,Startup,IT,Other,1,Pass
InSeoul,Engineering,3.77,Startup,3,1,None,4,1,0,None,Mid,IT,Developer,1,Pass
InSeoul,Humanities,3.89,None,0,0,Regional,6,0,0,None,Startup,Service,Developer,1,Pass
Local,CS,2.64,None,0,0,School,1,0,0,None,Small,Finance,Marketer,1,Pass
InSeoul,Business,3.72,None,0,0,School,1,1,1,LanguageStudy,Small,Finance,Developer,1,Pass
College,Engineering,2.36,None,0,0,None,4,1,1,LanguageStudy,Startup,Manufacturing,Developer,1,Pass
Local,CS,3.23,Small,12,2,School,3,2,0,Exchange,Small,Service,Designer,1,Pass
InSeoul,CS,3.15,None,0,0,None,1,2,0,None,Large,Finance,Developer,1,Pass
Local,CS,3.73,Large,5,1,None,3,0,0,None,Startup,IT,Developer,1,Pass
Local,Other,3.36,None,0,0,School,3,0,0,Exchange,Mid,Manufacturing,Developer,1,Pass
InSeoul,CS,3.43,Startup,6,1,Regional,2,0,0,None,Mid,Service,Sales,1,Pass
Local,Engineering,4.01,None,0,0,School,1,1,1,None,Large,IT,Marketer,1,Pass
Local,Business,3.64,None,0,0,None,3,1,1,None,Startup,Service,Developer,1,Pass
InSeoul,Other,3.61,Small,2,2,None,1,2,1,None,Mid,Service,HR,1,Pass
College,Other,2.95,None,0,0,School,2,1,0,None,Small,Finance,Developer,1,Pass
College,Other,3,Large,6,2,None,1,0,0,None,Small,Other,Developer,1,Pass
College,Humanities,3.44,Startup,5,1,School,0,1,0,LanguageStudy,Startup,Finance,Designer,1,Pass
Local,Other,3.93,Startup,5,1,National,5,2,0,None,Large,IT,Developer,1,Pass
InSeoul,Humanities,4.09,None,0,0,None,1,2,0,None,Startup,Service,Marketer,1,Pass
Local,Engineering,3.84,Mid,3,1,School,6,0,0,None,Mid,Finance,Developer,1,Pass
Local,Humanities,3.7,Startup,6,2,School,2,0,0,None,Small,Service,Developer,1,Pass
Local,Other,2.79,None,0,0,School,2,1,1,LanguageStudy,Startup,Finance,Other,1,Pass
InSeoul,Humanities,3.68,None,0,0,School,2,1,1,None,Mid,Manufacturing,HR,1,Pass
Local,CS,4.22,Small,6,1,School,0,2,1,None,Small,Retail,Marketer,1,Pass
InSeoul,Engineering,3.8,Mid,1,1,None,0,1,0,None,Large,Manufacturing,Marketer,1,Pass
College,Business,3.36,None,0,0,None,0,3,0,None,Mid,IT,Designer,1,Pass
College,Humanities,2.88,None,0,0,School,2,0,0,LanguageStudy,Small,Manufacturing,Developer,1,Pass
InSeoul,Humanities,3.87,None,0,0,School,1,1,0,None,Mid,Public,Sales,1,Pass
Local,Other,3.5,None,0,0,None,1,2,0,OverseasIntern,Startup,Retail,Developer,1,Pass
InSeoul,CS,3.93,Startup,10,2,None,0,2,1,None,Large,Manufacturing,Marketer,1,Pass
Local,Humanities,3.71,None,0,0,School,5,1,1,None,Small,IT,Developer,1,Pass
Local,Business,3.5,None,0,0,None,0,2,1,None,Small,Finance,Marketer,1,Pass
InSeoul,Engineering,3.67,Mid,10,2,Regional,2,0,0,None,Large,Finance,Marketer,1,Pass
Local,CS,3.63,Mid,3,1,None,2,1,0,None,Large,IT,Developer,1,Pass
Local,Business,3.14,Mid,4,2,None,0,0,0,None,Mid,Finance,HR,1,Pass
College,Humanities,3.14,Startup,3,1,School,0,1,0,None,Startup,IT,HR,1,Pass
InSeoul,Business,3.09,None,0,0,Regional,1,1,0,None,Large,IT,Designer,1,Pass
Local,CS,3.83,Mid,5,1,None,0,1,1,LanguageStudy,Small,Manufacturing,Marketer,1,Pass
College,Other,3.25,Large,5,1,School,2,1,0,None,Startup,Retail,Designer,1,Pass
College,CS,3.12,Small,3,1,None,2,2,0,None,Small,Retail,Developer,1,Pass
InSeoul,Other,3.41,Mid,5,1,None,1,1,1,LanguageStudy,Large,IT,Developer,1,Pass
InSeoul,Humanities,4.09,Startup,18,3,Regional,1,1,1,Exchange,Large,IT,Developer,1,Pass
Local,Humanities,3.81,Large,6,2,None,2,1,0,LanguageStudy,Large,Manufacturing,Other,1,Pass
InSeoul,CS,3.45,Large,5,1,Regional,3,0,0,None,Startup,IT,Developer,1,Pass
Local,Other,3.37,Small,3,1,None,1,4,1,None,Large,IT,Other,1,Pass
InSeoul,Business,3.78,Startup,3,1,None,3,0,0,None,Small,IT,Developer,1,Pass
Local,Humanities,3.19,Startup,5,1,None,4,4,1,None,Mid,Manufacturing,Developer,1,Pass
Local,Engineering,3.1,Startup,4,1,None,4,1,1,None,Mid,Other,Developer,1,Pass
College,Engineering,3.07,None,0,0,None,4,0,0,None,Mid,IT,HR,1,Pass
InSeoul,CS,3.84,Mid,1,1,None,1,1,1,None,Mid,Other,HR,1,Pass
InSeoul,Other,3.86,Small,4,2,None,0,2,0,None,Mid,Retail,Designer,1,Pass
InSeoul,CS,2.97,Mid,6,2,School,5,1,0,None,Small,Public,Developer,1,Pass
Local,Engineering,3.34,Startup,1,1,School,3,1,0,None,Large,Manufacturing,Developer,1,Pass
Local,Humanities,3.12,None,0,0,Regional,0,2,0,None,Small,Manufacturing,Sales,1,Pass
College,Business,3.57,None,0,0,Regional,3,0,0,LanguageStudy,Startup,IT,Other,1,Pass
Local,Humanities,3.26,None,0,0,School,0,1,0,None,Large,Manufacturing,Sales,1,Pass
College,Humanities,2.61,Startup,5,1,School,4,1,0,LanguageStudy,Large,IT,Developer,1,Pass
Local,Business,3.31,None,0,0,None,3,1,1,None,Startup,IT,Developer,1,Pass
InSeoul,Business,3.52,None,0,0,None,2,1,0,OverseasIntern,Mid,IT,Other,1,Pass
Local,Humanities,3.17,None,0,0,School,2,0,0,None,Mid,Service,Designer,1,Pass
InSeoul,Humanities,3.54,None,0,0,None,3,1,1,None,Small,Service,Developer,1,Pass
Local,Engineering,2.71,Startup,4,1,None,1,1,0,LanguageStudy,Mid,Service,Sales,1,Pass
Local,Business,3.5,None,0,0,None,0,2,1,None,Small,Finance,Marketer,1,Pass
Local,Engineering,3.56,Startup,2,2,None,2,1,1,None,Large,Finance,Marketer,1,Pass
College,CS,3.27,None,0,0,School,1,0,0,None,Mid,IT,HR,1,Pass
InSeoul,Other,3.12,None,0,0,None,0,2,0,LanguageStudy,Small,Other,Other,1,Pass
Local,Humanities,3.89,Startup,2,2,None,4,3,1,None,Small,IT,Developer,1,Pass
InSeoul,CS,3.45,None,0,0,School,1,4,0,LanguageStudy,Small,Manufacturing,Sales,1,Pass
InSeoul,Business,3.05,Small,1,1,None,2,1,1,None,Startup,Other,Marketer,1,Pass
InSeoul,CS,3.57,None,0,0,Regional,2,2,0,None,Large,Finance,Other,1,Pass
Local,Engineering,2.79,None,0,0,None,1,0,0,None,Large,IT,HR,1,Pass
InSeoul,Engineering,3.71,Mid,6,1,None,0,2,1,None,Mid,Manufacturing,Marketer,1,Pass
College,Business,4.02,None,0,0,Regional,2,0,0,LanguageStudy,Small,Manufacturing,Marketer,1,Pass
InSeoul,Business,3.78,Startup,3,1,None,3,0,0,None,Small,IT,Developer,1,Pass
Local,Business,2.99,Small,2,1,School,1,0,0,None,Large,Manufacturing,Designer,1,Pass
Local,Engineering,4,None,0,0,None,0,2,0,None,Startup,IT,Other,1,Pass
Local,Humanities,3.38,None,0,0,None,1,0,0,None,Small,Service,HR,1,Pass
InSeoul,CS,4.22,Mid,1,1,None,2,0,0,None,Large,Retail,Developer,1,Pass
InSeoul,CS,3.81,Mid,3,1,School,3,1,1,None,Startup,Public,Developer,1,Pass
InSeoul,Engineering,3.52,Small,2,1,None,3,0,0,None,Mid,Manufacturing,HR,1,Pass
Local,Other,4.02,Small,10,2,School,4,0,0,None,Small,IT,Other,1,Pass
Local,Other,2.51,Mid,12,2,None,3,1,1,None,Startup,Service,Developer,1,Pass
InSeoul,Other,3.96,None,0,0,School,5,0,0,Exchange,Startup,IT,Developer,1,Pass
InSeoul,Engineering,3.3,Mid,8,2,None,0,2,1,OverseasIntern,Startup,Retail,HR,1,Pass
Local,Business,3.75,None,0,0,None,1,1,0,Exchange,Small,Service,Sales,1,Pass
InSeoul,Engineering,3.71,Mid,6,1,None,0,2,1,None,Mid,Manufacturing,Marketer,1,Pass
InSeoul,Business,3.41,Large,1,1,National,4,1,1,None,Startup,Finance,Developer,1,Pass
College,Humanities,2.87,None,0,0,School,0,0,0,Exchange,Small,Service,Other,1,Pass
InSeoul,Business,3.87,None,0,0,Regional,6,1,0,None,Large,Service,Developer,1,Pass
InSeoul,Business,4.3,None,0,0,None,3,1,1,OverseasIntern,Startup,Other,Developer,1,Pass
InSeoul,Engineering,3.8,Mid,1,1,None,0,1,0,None,Large,Manufacturing,Marketer,1,Pass
Local,Humanities,3.01,Large,1,1,School,0,2,1,LanguageStudy,Large,Service,HR,1,Pass
Local,Engineering,3.17,Small,4,2,None,2,0,0,OverseasIntern,Mid,Manufacturing,Developer,1,Pass
Local,Business,2.85,Large,3,1,None,1,1,1,None,Small,Service,Other,1,Pass
Local,Business,3.84,Startup,8,2,None,4,0,0,OverseasIntern,Small,Finance,Sales,1,Pass
InSeoul,Other,3.91,None,0,0,School,2,0,0,None,Startup,Public,Developer,1,Pass
InSeoul,Engineering,3.98,Mid,6,2,None,2,2,1,None,Large,Manufacturing,Marketer,1,Pass
InSeoul,Humanities,3.32,Startup,12,2,None,1,0,0,OverseasIntern,Startup,Manufacturing,Sales,1,Pass
InSeoul,Business,3.52,Large,2,1,Regional,1,1,1,Exchange,Large,Finance,Marketer,1,Pass
Local,Engineering,2.79,None,0,0,None,1,0,0,None,Large,IT,HR,1,Pass
InSeoul,CS,3.92,Small,4,1,National,5,0,0,None,Small,Service,Developer,1,Pass
College,CS,3.53,Large,5,1,None,1,1,0,Exchange,Large,Manufacturing,HR,1,Pass
InSeoul,CS,3.68,Mid,1,1,School,2,0,0,None,Startup,IT,Developer,1,Pass
Local,Other,3.18,Startup,2,1,None,0,1,1,None,Mid,Retail,Sales,1,Pass
Local,Engineering,3.01,Startup,5,1,None,4,1,1,None,Large,Public,Developer,1,Pass
InSeoul,Other,3.74,None,0,0,Regional,1,1,0,LanguageStudy,Startup,Manufacturing,Other,1,Pass
Local,CS,2.99,Small,12,3,None,1,2,1,None,Startup,IT,HR,1,Pass
Local,Humanities,2.51,Small,5,1,Regional,4,0,0,None,Startup,IT,Developer,1,Pass
InSeoul,Engineering,3.8,Mid,1,1,None,0,1,0,None,Large,Manufacturing,Marketer,1,Pass
Local,Humanities,3.19,None,0,0,National,1,1,1,Exchange,Startup,Finance,Other,1,Pass
InSeoul,Business,3.09,None,0,0,Regional,1,1,0,None,Large,IT,Designer,1,Pass
Local,Business,3.45,Large,10,2,None,2,1,1,LanguageStudy,Mid,IT,Developer,1,Pass
Local,CS,3.53,Mid,1,1,School,0,1,1,None,Small,Finance,HR,1,Pass
InSeoul,Other,3.02,Mid,15,3,None,4,0,0,None,Startup,IT,Developer,1,Pass
Local,Engineering,2.86,Startup,1,1,None,1,1,1,None,Startup,Finance,Designer,1,Pass
InSeoul,Other,3.25,None,0,0,None,2,1,1,None,Large,IT,Designer,1,Pass
InSeoul,CS,3.73,Mid,6,1,None,4,0,0,Exchange,Mid,Service,Developer,1,Pass
InSeoul,Engineering,3.35,Mid,6,1,None,2,4,1,None,Mid,Retail,HR,1,Pass
Local,Business,3.14,Mid,4,2,None,0,0,0,None,Mid,Finance,HR,1,Pass
InSeoul,Business,3.43,Mid,2,1,None,3,0,0,None,Startup,Manufacturing,HR,1,Pass
Local,CS,3.41,None,0,0,Regional,4,1,0,None,Startup,IT,Developer,1,Pass
InSeoul,Business,3.1,Small,1,1,None,3,1,1,None,Small,Finance,Developer,1,Pass
Local,Other,2.85,Small,3,1,School,1,1,1,Exchange,Small,Finance,Other,1,Pass
Local,Engineering,3.12,None,0,0,None,2,2,1,None,Small,Finance,Developer,1,Pass
Local,Business,2.88,Small,3,1,None,2,1,1,None,Mid,Public,Other,1,Pass
InSeoul,Business,4.04,Large,4,1,School,3,2,1,Exchange,Mid,IT,Marketer,1,Pass
College,Other,3.5,None,0,0,None,3,2,0,None,Mid,IT,Developer,1,Pass
InSeoul,Humanities,4.21,None,0,0,None,1,1,1,None,Large,Service,Marketer,1,Pass
Local,Engineering,3.76,Small,1,1,None,4,1,1,None,Small,IT,Designer,1,Pass
InSeoul,Business,3.1,Small,1,1,None,3,1,1,None,Small,Finance,Developer,1,Pass
Local,Business,3.75,None,0,0,None,1,1,0,Exchange,Small,Service,Sales,1,Pass
Local,Engineering,3.12,None,0,0,None,2,2,1,None,Small,Finance,Developer,1,Pass
